,Pair 1,,,Pair 2,
,1876,2.45,,1876,3.12
,1878,2.45,,1878,3.14
,1880,2.45,,1880,3.12
,1882,2.44,,1882,3.13
,1884,2.46,,1884,3.13
,1886,2.46,,1886,3.13
,1888,2.46,,1888,3.14
,1890,2.45,,1890,3.13
,1892,2.46,,1892,3.14
,1894,2.45,,1894,3.14
,1896,2.46,,1896,3.14
,1898,2.46,,1898,3.13
,1900,2.47,,1900,3.13
,1902,2.47,,1902,3.15
,1904,2.46,,1904,3.14
,1906,2.45,,1906,3.14
,1908,2.46,,1908,3.14
,1910,2.47,,1910,3.14
,1912,2.48,,1912,3.14
,1914,2.47,,1914,3.14
,1916,2.46,,1916,3.14
,1918,2.47,,1918,3.14
,1920,2.48,,1920,3.15
,1922,2.47,,1922,3.16
,1924,2.48,,1924,3.16
,1926,2.47,,1926,3.16
,1928,2.48,,1928,3.15
,1930,2.46,,1930,3.16
,1932,2.46,,1932,3.15
,1934,2.47,,1934,3.16
,1936,2.47,,1936,3.15
,1938,2.46,,1938,3.16
,1940,2.47,,1940,3.16
,1942,2.47,,1942,3.16
,1944,2.48,,1944,3.15
,1946,2.48,,1946,3.17
,1948,2.48,,1948,3.17
,1950,2.48,,1950,3.16
,1952,2.49,,1952,3.17
,1954,2.48,,1954,3.16
,1956,2.49,,1956,3.16
,1958,2.49,,1958,3.17
,1960,2.5,,1960,3.16
,1962,2.49,,1962,3.17
,1964,2.48,,1964,3.17
,1966,2.49,,1966,3.17
,1968,2.49,,1968,3.16
,1970,2.48,,1970,3.18
,1972,2.49,,1972,3.18
,1974,2.48,,1974,3.17
,1976,2.5,,1976,3.17
,1978,2.49,,1978,3.17
,1980,2.49,,1980,3.18
,1982,2.49,,1982,3.18
,1984,2.48,,1984,3.18
,1986,2.48,,1986,3.18
,1988,2.5,,1988,3.17
,1990,2.49,,1990,3.18
,1992,2.5,,1992,3.18
,1994,2.5,,1994,3.18
,1996,2.5,,1996,3.18
,1998,2.51,,1998,3.17
,2000,2.51,,2000,3.18
,2002,2.5,,2002,3.18
,2004,2.5,,2004,3.18
,2006,2.51,,2006,3.19
,2008,2.49,,2008,3.18
,2010,2.51,,2010,3.19
,2012,2.51,,2012,3.18
,2014,2.51,,2014,3.18
,2016,2.5,,2016,3.18
,2018,2.51,,2018,3.17
,2020,2.51,,2020,3.18
,2022,2.52,,2022,3.19
,2024,2.52,,2024,3.19
,2026,2.5,,2026,3.19
,2028,2.51,,2028,3.18
,2030,2.51,,2030,3.18
,2032,2.51,,2032,3.18
,2034,2.51,,2034,3.2
,2036,2.5,,2036,3.18
,2038,2.5,,2038,3.19
,2040,2.51,,2040,3.18
,2042,2.51,,2042,3.2
,2044,2.51,,2044,3.19
,2046,2.53,,2046,3.19
,2048,2.52,,2048,3.2
,2050,2.52,,2050,3.2
,2052,2.51,,2052,3.19
,2054,2.51,,2054,3.2
,2056,2.51,,2056,3.2
,2058,2.52,,2058,3.2
,2060,2.52,,2060,3.2
,2062,2.53,,2062,3.19
,2064,2.53,,2064,3.2
,2066,2.53,,2066,3.2
,2068,2.52,,2068,3.21
,2070,2.52,,2070,3.2
,2072,2.52,,2072,3.21
,2074,2.52,,2074,3.21
,2076,2.53,,2076,3.21
,2078,2.53,,2078,3.21
,2080,2.53,,2080,3.21
,2082,2.54,,2082,3.21
,2084,2.54,,2084,3.2
,2086,2.54,,2086,3.2
,2088,2.53,,2088,3.21
,2090,2.53,,2090,3.2
,2092,2.53,,2092,3.21
,2094,2.54,,2094,3.22
,2096,2.54,,2096,3.21
,2098,2.53,,2098,3.2
,2100,2.54,,2100,3.21
,2102,2.54,,2102,3.22
,2104,2.54,,2104,3.21
,2106,2.54,,2106,3.21
,2108,2.54,,2108,3.21
,2110,2.53,,2110,3.22
,2112,2.54,,2112,3.23
,2114,2.54,,2114,3.22
,2116,2.54,,2116,3.22
,2118,2.55,,2118,3.22
,2120,2.55,,2120,3.23
,2122,2.56,,2122,3.23
,2124,2.56,,2124,3.22
,2126,2.56,,2126,3.23
,2128,2.53,,2128,3.23
,2130,2.55,,2130,3.22
,2132,2.55,,2132,3.23
,2134,2.54,,2134,3.23
,2136,2.54,,2136,3.22
,2138,2.55,,2138,3.23
,2140,2.54,,2140,3.25
,2142,2.54,,2142,3.24
,2144,2.55,,2144,3.24
,2146,2.54,,2146,3.24
,2148,2.55,,2148,3.24
,2150,2.55,,2150,3.24
,2152,2.55,,2152,3.25
,2154,2.55,,2154,3.24
,2156,2.56,,2156,3.24
,2158,2.57,,2158,3.24
,2160,2.57,,2160,3.25
,2162,2.58,,2162,3.24
,2164,2.56,,2164,3.25
,2166,2.57,,2166,3.25
,2168,2.56,,2168,3.24
,2170,2.56,,2170,3.24
,2172,2.56,,2172,3.24
,2174,2.57,,2174,3.25
,2176,2.57,,2176,3.25
,2178,2.57,,2178,3.26
,2180,2.57,,2180,3.25
,2182,2.56,,2182,3.25
,2184,2.57,,2184,3.25
,2186,2.57,,2186,3.26
,2188,2.58,,2188,3.24
,2190,2.57,,2190,3.25
,2192,2.56,,2192,3.25
,2194,2.57,,2194,3.26
,2196,2.58,,2196,3.25
,2198,2.57,,2198,3.26
,2200,2.58,,2200,3.25
,2202,2.57,,2202,3.25
,2204,2.57,,2204,3.25
,2206,2.57,,2206,3.25
,2208,2.57,,2208,3.26
,2210,2.56,,2210,3.26
,2212,2.57,,2212,3.25
,2214,2.58,,2214,3.26
,2216,2.57,,2216,3.26
,2218,2.56,,2218,3.25
,2220,2.58,,2220,3.26
,2222,2.57,,2222,3.26
,2224,2.57,,2224,3.26
,2226,2.57,,2226,3.25
,2228,2.57,,2228,3.26
,2230,2.58,,2230,3.26
,2232,2.58,,2232,3.26
,2234,2.58,,2234,3.26
,2236,2.56,,2236,3.26
,2238,2.56,,2238,3.27
,2240,2.59,,2240,3.27
,2242,2.58,,2242,3.25
,2244,2.58,,2244,3.26
,2246,2.58,,2246,3.26
,2248,2.57,,2248,3.25
,2250,2.59,,2250,3.27
,2252,2.58,,2252,3.26
,2254,2.56,,2254,3.26
,2256,2.57,,2256,3.26
,2258,2.58,,2258,3.26
,2260,2.59,,2260,3.28
,2262,2.58,,2262,3.29
,2264,2.59,,2264,3.27
,2266,2.57,,2266,3.28
,2268,2.59,,2268,3.28
,2270,2.58,,2270,3.28
,2272,2.58,,2272,3.29
,2274,2.59,,2274,3.28
,2276,2.59,,2276,3.28
,2278,2.59,,2278,3.27
,2280,2.59,,2280,3.28
,2282,2.59,,2282,3.29
,2284,2.6,,2284,3.28
,2286,2.59,,2286,3.28
,2288,2.59,,2288,3.28
,2290,2.61,,2290,3.28
,2292,2.59,,2292,3.28
,2294,2.6,,2294,3.28
,2296,2.59,,2296,3.28
,2298,2.6,,2298,3.28
,2300,2.6,,2300,3.27
,2302,2.6,,2302,3.28
,2304,2.6,,2304,3.28
,2306,2.61,,2306,3.28
,2308,2.61,,2308,3.28
,2310,2.6,,2310,3.29
,2312,2.6,,2312,3.29
,2314,2.61,,2314,3.28
,2316,2.6,,2316,3.28
,2318,2.6,,2318,3.28
,2320,2.61,,2320,3.28
,2322,2.59,,2322,3.28
,2324,2.59,,2324,3.28
,2326,2.6,,2326,3.28
,2328,2.59,,2328,3.28
,2330,2.6,,2330,3.28
,2332,2.61,,2332,3.28
,2334,2.6,,2334,3.29
,2336,2.62,,2336,3.29
,2338,2.61,,2338,3.29
,2340,2.61,,2340,3.29
,2342,2.62,,2342,3.28
,2344,2.62,,2344,3.29
,2346,2.61,,2346,3.28
,2348,2.61,,2348,3.28
,2350,2.61,,2350,3.29
,2352,2.61,,2352,3.3
,2354,2.61,,2354,3.29
,2356,2.61,,2356,3.29
,2358,2.61,,2358,3.29
,2360,2.62,,2360,3.29
,2362,2.61,,2362,3.31
,2364,2.62,,2364,3.29
,2366,2.61,,2366,3.3
,2368,2.62,,2368,3.31
,2370,2.63,,2370,3.29
,2372,2.63,,2372,3.29
,2374,2.63,,2374,3.29
,2376,2.62,,2376,3.29
,2378,2.62,,2378,3.29
,2380,2.62,,2380,3.3
,2382,2.63,,2382,3.3
,2384,2.62,,2384,3.3
,2386,2.62,,2386,3.3
,2388,2.61,,2388,3.31
,2390,2.62,,2390,3.31
,2392,2.62,,2392,3.31
,2394,2.63,,2394,3.31
,2396,2.62,,2396,3.3
,2398,2.62,,2398,3.32
,2400,2.63,,2400,3.31
,2402,2.62,,2402,3.31
,2404,2.62,,2404,3.31
,2406,2.62,,2406,3.31
,2408,2.62,,2408,3.32
,2410,2.62,,2410,3.33
,2412,2.62,,2412,3.31
,2414,2.63,,2414,3.31
,2416,2.63,,2416,3.29
,2418,2.62,,2418,3.31
,2420,2.62,,2420,3.31
,2422,2.62,,2422,3.32
,2424,2.63,,2424,3.32
,2426,2.63,,2426,3.31
,2428,2.63,,2428,3.32
,2430,2.64,,2430,3.32
,2432,2.63,,2432,3.32
,2434,2.63,,2434,3.32
,2436,2.62,,2436,3.32
,2438,2.62,,2438,3.31
,2440,2.65,,2440,3.32
,2442,2.64,,2442,3.32
,2444,2.63,,2444,3.32
,2446,2.64,,2446,3.32
,2448,2.64,,2448,3.34
,2450,2.64,,2450,3.33
,2452,2.64,,2452,3.32
,2454,2.64,,2454,3.32
,2456,2.64,,2456,3.31
,2458,2.62,,2458,3.32
,2460,2.65,,2460,3.32
,2462,2.63,,2462,3.33
,2464,2.66,,2464,3.32
,2466,2.64,,2466,3.33
,2468,2.65,,2468,3.33
,2470,2.65,,2470,3.32
,2472,2.63,,2472,3.32
,2474,2.65,,2474,3.34
,2476,2.64,,2476,3.33
,2478,2.65,,2478,3.34
,2480,2.65,,2480,3.33
,2482,2.64,,2482,3.33
,2484,2.66,,2484,3.34
,2486,2.65,,2486,3.34
,2488,2.64,,2488,3.34
,2490,2.64,,2490,3.35
,2492,2.64,,2492,3.34
,2494,2.65,,2494,3.34
,2496,2.65,,2496,3.34
,2498,2.65,,2498,3.34
,2500,2.65,,2500,3.34
,2502,2.66,,2502,3.33
,2504,2.65,,2504,3.35
,2506,2.65,,2506,3.35
,2508,2.65,,2508,3.35
,2510,2.66,,2510,3.34
,2512,2.65,,2512,3.35
,2514,2.65,,2514,3.34
,2516,2.65,,2516,3.34
,2518,2.66,,2518,3.34
,2520,2.65,,2520,3.34
,2522,2.66,,2522,3.34
,2524,2.65,,2524,3.35
,2526,2.66,,2526,3.35
,2528,2.64,,2528,3.35
,2530,2.67,,2530,3.35
,2532,2.65,,2532,3.34
,2534,2.66,,2534,3.35
,2536,2.66,,2536,3.35
,2538,2.67,,2538,3.35
,2540,2.67,,2540,3.34
,2542,2.66,,2542,3.34
,2544,2.67,,2544,3.34
,2546,2.68,,2546,3.36
,2548,2.68,,2548,3.35
,2550,2.67,,2550,3.35
,2552,2.68,,2552,3.36
,2554,2.68,,2554,3.36
,2556,2.68,,2556,3.34
,2558,2.67,,2558,3.36
,2560,2.69,,2560,3.36
,2562,2.67,,2562,3.35
,2564,2.67,,2564,3.35
,2566,2.68,,2566,3.35
,2568,2.68,,2568,3.36
,2570,2.68,,2570,3.36
,2572,2.69,,2572,3.36
,2574,2.68,,2574,3.36
,2576,2.66,,2576,3.36
,2578,2.67,,2578,3.36
,2580,2.66,,2580,3.36
,2582,2.67,,2582,3.36
,2584,2.69,,2584,3.36
,2586,2.68,,2586,3.37
,2588,2.67,,2588,3.37
,2590,2.68,,2590,3.36
,2592,2.67,,2592,3.37
,2594,2.68,,2594,3.36
,2596,2.68,,2596,3.37
,2598,2.69,,2598,3.37
,2600,2.67,,2600,3.37
,2602,2.67,,2602,3.37
,2604,2.68,,2604,3.37
,2606,2.7,,2606,3.37
,2608,2.69,,2608,3.37
,2610,2.68,,2610,3.38
,2612,2.69,,2612,3.38
,2614,2.68,,2614,3.37
,2616,2.69,,2616,3.37
,2618,2.68,,2618,3.37
,2620,2.69,,2620,3.37
,2622,2.69,,2622,3.37
,2624,2.69,,2624,3.37
,2626,2.69,,2626,3.37
,2628,2.69,,2628,3.38
,2630,2.68,,2630,3.36
,2632,2.69,,2632,3.36
,2634,2.69,,2634,3.37
,2636,2.7,,2636,3.37
,2638,2.69,,2638,3.36
,2640,2.7,,2640,3.38
,2642,2.68,,2642,3.38
,2644,2.69,,2644,3.38
,2646,2.69,,2646,3.37
,2648,2.7,,2648,3.39
,2650,2.69,,2650,3.39
,2652,2.68,,2652,3.38
,2654,2.69,,2654,3.38
,2656,2.7,,2656,3.38
,2658,2.71,,2658,3.38
,2660,2.69,,2660,3.37
,2662,2.69,,2662,3.38
,2664,2.7,,2664,3.39
,2666,2.7,,2666,3.39
,2668,2.72,,2668,3.38
,2670,2.7,,2670,3.38
,2672,2.7,,2672,3.38
,2674,2.7,,2674,3.38
,2676,2.7,,2676,3.38
,2678,2.72,,2678,3.39
,2680,2.7,,2680,3.38
,2682,2.71,,2682,3.39
,2684,2.7,,2684,3.4
,2686,2.7,,2686,3.4
,2688,2.72,,2688,3.4
,2690,2.7,,2690,3.4
,2692,2.7,,2692,3.39
,2694,2.7,,2694,3.4
,2696,2.7,,2696,3.4
,2698,2.7,,2698,3.39
,2700,2.71,,2700,3.4
,2702,2.72,,2702,3.38
,2704,2.7,,2704,3.39
,2706,2.71,,2706,3.4
,2708,2.72,,2708,3.39
,2710,2.71,,2710,3.39
,2712,2.72,,2712,3.4
,2714,2.71,,2714,3.4
,2716,2.71,,2716,3.4
,2718,2.72,,2718,3.41
,2720,2.71,,2720,3.41
,2722,2.7,,2722,3.4
,2724,2.7,,2724,3.4
,2726,2.71,,2726,3.4
,2728,2.71,,2728,3.4
,2730,2.72,,2730,3.4
,2732,2.72,,2732,3.4
,2734,2.73,,2734,3.4
,2736,2.73,,2736,3.4
,2738,2.72,,2738,3.4
,2740,2.72,,2740,3.4
,2742,2.72,,2742,3.4
,2744,2.72,,2744,3.39
,2746,2.72,,2746,3.41
,2748,2.72,,2748,3.41
,2750,2.72,,2750,3.41
,2752,2.72,,2752,3.4
,2754,2.72,,2754,3.4
,2756,2.72,,2756,3.4
,2758,2.73,,2758,3.39
,2760,2.72,,2760,3.41
,2762,2.71,,2762,3.4
,2764,2.73,,2764,3.41
,2766,2.71,,2766,3.41
,2768,2.74,,2768,3.4
,2770,2.73,,2770,3.4
,2772,2.73,,2772,3.41
,2774,2.72,,2774,3.43
,2776,2.72,,2776,3.42
,2778,2.73,,2778,3.41
,2780,2.73,,2780,3.41
,2782,2.73,,2782,3.42
,2784,2.74,,2784,3.42
,2786,2.74,,2786,3.42
,2788,2.73,,2788,3.42
,2790,2.73,,2790,3.42
,2792,2.74,,2792,3.41
,2794,2.73,,2794,3.41
,2796,2.73,,2796,3.41
,2798,2.74,,2798,3.41
,2800,2.75,,2800,3.41
,2802,2.73,,2802,3.42
,2804,2.73,,2804,3.41
,2806,2.74,,2806,3.42
,2808,2.74,,2808,3.41
,2810,2.74,,2810,3.42
,2812,2.73,,2812,3.42
,2814,2.74,,2814,3.42
,2816,2.74,,2816,3.43
,2818,2.74,,2818,3.43
,2820,2.75,,2820,3.44
,2822,2.74,,2822,3.43
,2824,2.75,,2824,3.42
,2826,2.74,,2826,3.43
,2828,2.75,,2828,3.43
,2830,2.74,,2830,3.42
,2832,2.75,,2832,3.43
,2834,2.74,,2834,3.43
,2836,2.74,,2836,3.43
,2838,2.76,,2838,3.43
,2840,2.74,,2840,3.43
,2842,2.75,,2842,3.43
,2844,2.75,,2844,3.42
,2846,2.74,,2846,3.43
,2848,2.74,,2848,3.43
,2850,2.75,,2850,3.43
,2852,2.73,,2852,3.42
,2854,2.74,,2854,3.43
,2856,2.74,,2856,3.43
,2858,2.75,,2858,3.42
,2860,2.75,,2860,3.42
,2862,2.76,,2862,3.43
,2864,2.74,,2864,3.44
,2866,2.76,,2866,3.44
,2868,2.76,,2868,3.43
,2870,2.77,,2870,3.43
,2872,2.75,,2872,3.43
,2874,2.75,,2874,3.45
,2876,2.75,,2876,3.43
,2878,2.75,,2878,3.43
,2880,2.76,,2880,3.44
,2882,2.77,,2882,3.44
,2884,2.77,,2884,3.44
,2886,2.76,,2886,3.44
,2888,2.76,,2888,3.44
,2890,2.76,,2890,3.44
,2892,2.76,,2892,3.44
,2894,2.76,,2894,3.45
,2896,2.75,,2896,3.44
,2898,2.76,,2898,3.45
,2900,2.75,,2900,3.45
,2902,2.76,,2902,3.43
,2904,2.76,,2904,3.45
,2906,2.77,,2906,3.45
,2908,2.77,,2908,3.44
,2910,2.76,,2910,3.44
,2912,2.76,,2912,3.45
,2914,2.77,,2914,3.44
,2916,2.76,,2916,3.45
,2918,2.77,,2918,3.45
,2920,2.77,,2920,3.45
,2922,2.76,,2922,3.45
,2924,2.78,,2924,3.45
,2926,2.76,,2926,3.45
,2928,2.77,,2928,3.46
,2930,2.77,,2930,3.44
,2932,2.77,,2932,3.45
,2934,2.77,,2934,3.47
,2936,2.77,,2936,3.44
,2938,2.78,,2938,3.45
,2940,2.78,,2940,3.45
,2942,2.77,,2942,3.45
,2944,2.78,,2944,3.45
,2946,2.77,,2946,3.45
,2948,2.78,,2948,3.45
,2950,2.78,,2950,3.44
,2952,2.77,,2952,3.45
,2954,2.78,,2954,3.46
,2956,2.77,,2956,3.45
,2958,2.77,,2958,3.45
,2960,2.77,,2960,3.46
,2962,2.77,,2962,3.45
,2964,2.78,,2964,3.46
,2966,2.78,,2966,3.46
,2968,2.76,,2968,3.47
,2970,2.78,,2970,3.46
,2972,2.78,,2972,3.47
,2974,2.77,,2974,3.46
,2976,2.78,,2976,3.47
,2978,2.78,,2978,3.47
,2980,2.77,,2980,3.46
,2982,2.78,,2982,3.47
,2984,2.79,,2984,3.47
,2986,2.78,,2986,3.47
,2988,2.78,,2988,3.47
,2990,2.79,,2990,3.47
,2992,2.8,,2992,3.47
,2994,2.79,,2994,3.46
,2996,2.79,,2996,3.47
,2998,2.79,,2998,3.47
,3000,2.8,,3000,3.47
,3002,2.8,,3002,3.47
,3004,2.8,,3004,3.47
,3006,2.79,,3006,3.47
,3008,2.79,,3008,3.46
,3010,2.8,,3010,3.46
,3012,2.8,,3012,3.47
,3014,2.79,,3014,3.47
,3016,2.79,,3016,3.46
,3018,2.8,,3018,3.46
,3020,2.79,,3020,3.47
,3022,2.8,,3022,3.47
,3024,2.78,,3024,3.47
,3026,2.78,,3026,3.46
,3028,2.78,,3028,3.47
,3030,2.78,,3030,3.48
,3032,2.8,,3032,3.47
,3034,2.79,,3034,3.48
,3036,2.8,,3036,3.48
,3038,2.8,,3038,3.47
,3040,2.79,,3040,3.49
,3042,2.8,,3042,3.48
,3044,2.79,,3044,3.49
,3046,2.8,,3046,3.48
,3048,2.79,,3048,3.48
,3050,2.79,,3050,3.48
,3052,2.8,,3052,3.49
,3054,2.79,,3054,3.49
,3056,2.8,,3056,3.48
,3058,2.8,,3058,3.47
,3060,2.81,,3060,3.48
,3062,2.81,,3062,3.47
,3064,2.81,,3064,3.47
,3066,2.8,,3066,3.49
,3068,2.82,,3068,3.48
,3070,2.81,,3070,3.48
,3072,2.8,,3072,3.49
,3074,2.8,,3074,3.48
,3076,2.81,,3076,3.49
,3078,2.81,,3078,3.49
,3080,2.8,,3080,3.49
,3082,2.79,,3082,3.49
,3084,2.8,,3084,3.49
,3086,2.8,,3086,3.5
,3088,2.8,,3088,3.48
,3090,2.8,,3090,3.5
,3092,2.8,,3092,3.49
,3094,2.81,,3094,3.51
,3096,2.8,,3096,3.49
,3098,2.8,,3098,3.49
,3100,2.8,,3100,3.49
,3102,2.79,,3102,3.49
,3104,2.81,,3104,3.49
,3106,2.81,,3106,3.49
,3108,2.8,,3108,3.5
,3110,2.81,,3110,3.49
,3112,2.81,,3112,3.5
,3114,2.8,,3114,3.48
,3116,2.8,,3116,3.48
,3118,2.81,,3118,3.49
,3120,2.81,,3120,3.49
,3122,2.8,,3122,3.5
,3124,2.8,,3124,3.49
,3126,2.81,,3126,3.49
,3128,2.82,,3128,3.5
,3130,2.82,,3130,3.49
,3132,2.82,,3132,3.5
,3134,2.81,,3134,3.5
,3136,2.8,,3136,3.5
,3138,2.81,,3138,3.51
,3140,2.81,,3140,3.5
,3142,2.82,,3142,3.51
,3144,2.83,,3144,3.5
,3146,2.83,,3146,3.49
,3148,2.82,,3148,3.51
,3150,2.82,,3150,3.5
,3152,2.83,,3152,3.5
,3154,2.83,,3154,3.51
,3156,2.82,,3156,3.5
,3158,2.83,,3158,3.5
,3160,2.83,,3160,3.5
,3162,2.82,,3162,3.51
,3164,2.81,,3164,3.5
,3166,2.81,,3166,3.5
,3168,2.82,,3168,3.51
,3170,2.82,,3170,3.52
,3172,2.83,,3172,3.51
,3174,2.83,,3174,3.51
,3176,2.83,,3176,3.53
,3178,2.82,,3178,3.51
,3180,2.83,,3180,3.53
,3182,2.82,,3182,3.52
,3184,2.84,,3184,3.51
,3186,2.83,,3186,3.52
,3188,2.83,,3188,3.52
,3190,2.83,,3190,3.52
,3192,2.84,,3192,3.52
,3194,2.85,,3194,3.52
,3196,2.84,,3196,3.51
,3198,2.84,,3198,3.51
,3200,2.84,,3200,3.52
,3202,2.84,,3202,3.51
,3204,2.85,,3204,3.53
,3206,2.84,,3206,3.52
,3208,2.84,,3208,3.51
,3210,2.84,,3210,3.51
,3212,2.84,,3212,3.51
,3214,2.83,,3214,3.52
,3216,2.82,,3216,3.51
,3218,2.84,,3218,3.51
,3220,2.83,,3220,3.52
,3222,2.82,,3222,3.52
,3224,2.84,,3224,3.53
,3226,2.84,,3226,3.53
,3228,2.84,,3228,3.51
,3230,2.84,,3230,3.52
,3232,2.84,,3232,3.52
,3234,2.84,,3234,3.52
,3236,2.84,,3236,3.51
,3238,2.85,,3238,3.52
,3240,2.84,,3240,3.53
,3242,2.84,,3242,3.53
,3244,2.84,,3244,3.52
,3246,2.84,,3246,3.53
,3248,2.84,,3248,3.52
,3250,2.84,,3250,3.53
,3252,2.84,,3252,3.54
,3254,2.84,,3254,3.53
,3256,2.85,,3256,3.53
,3258,2.84,,3258,3.52
,3260,2.83,,3260,3.53
,3262,2.85,,3262,3.54
,3264,2.85,,3264,3.52
,3266,2.84,,3266,3.54
,3268,2.83,,3268,3.52
,3270,2.84,,3270,3.52
,3272,2.84,,3272,3.54
,3274,2.85,,3274,3.53
,3276,2.85,,3276,3.52
,3278,2.85,,3278,3.54
,3280,2.84,,3280,3.54
,3282,2.84,,3282,3.55
,3284,2.85,,3284,3.53
,3286,2.85,,3286,3.53
,3288,2.84,,3288,3.53
,3290,2.84,,3290,3.54
,3292,2.84,,3292,3.54
,3294,2.85,,3294,3.54
,3296,2.84,,3296,3.54
,3298,2.85,,3298,3.54
,3300,2.85,,3300,3.54
,3302,2.84,,3302,3.55
,3304,2.86,,3304,3.54
,3306,2.85,,3306,3.54
,3308,2.86,,3308,3.55
,3310,2.85,,3310,3.55
,3312,2.85,,3312,3.55
,3314,2.85,,3314,3.55
,3316,2.86,,3316,3.55
,3318,2.86,,3318,3.53
,3320,2.86,,3320,3.54
,3322,2.86,,3322,3.55
,3324,2.86,,3324,3.55
,3326,2.86,,3326,3.55
,3328,2.86,,3328,3.55
,3330,2.86,,3330,3.55
,3332,2.84,,3332,3.55
,3334,2.85,,3334,3.55
,3336,2.86,,3336,3.54
,3338,2.86,,3338,3.56
,3340,2.85,,3340,3.54
,3342,2.87,,3342,3.55
,3344,2.85,,3344,3.55
,3346,2.86,,3346,3.55
,3348,2.86,,3348,3.55
,3350,2.86,,3350,3.55
,3352,2.86,,3352,3.55
,3354,2.86,,3354,3.55
,3356,2.86,,3356,3.55
,3358,2.86,,3358,3.55
,3360,2.87,,3360,3.55
,3362,2.87,,3362,3.54
,3364,2.86,,3364,3.55
,3366,2.86,,3366,3.54
,3368,2.86,,3368,3.55
,3370,2.86,,3370,3.56
,3372,2.86,,3372,3.55
,3374,2.87,,3374,3.55
,3376,2.86,,3376,3.55
,3378,2.86,,3378,3.55
,3380,2.87,,3380,3.54
,3382,2.85,,3382,3.55
,3384,2.86,,3384,3.55
,3386,2.87,,3386,3.54
,3388,2.88,,3388,3.55
,3390,2.87,,3390,3.56
,3392,2.87,,3392,3.55
,3394,2.88,,3394,3.55
,3396,2.87,,3396,3.55
,3398,2.87,,3398,3.55
,3400,2.87,,3400,3.55
,3402,2.87,,3402,3.55
,3404,2.88,,3404,3.54
,3406,2.88,,3406,3.55
,3408,2.88,,3408,3.56
,3410,2.87,,3410,3.56
,3412,2.89,,3412,3.56
,3414,2.88,,3414,3.56
,3416,2.89,,3416,3.56
,3418,2.88,,3418,3.56
,3420,2.89,,3420,3.56
,3422,2.88,,3422,3.56
,3424,2.88,,3424,3.57
,3426,2.89,,3426,3.55
,3428,2.89,,3428,3.56
,3430,2.9,,3430,3.56
,3432,2.89,,3432,3.56
,3434,2.89,,3434,3.55
,3436,2.89,,3436,3.55
,3438,2.88,,3438,3.57
,3440,2.88,,3440,3.56
,3442,2.88,,3442,3.56
,3444,2.88,,3444,3.57
,3446,2.89,,3446,3.56
,3448,2.9,,3448,3.57
,3450,2.9,,3450,3.56
,3452,2.89,,3452,3.57
,3454,2.88,,3454,3.54
,3456,2.9,,3456,3.56
,3458,2.9,,3458,3.56
,3460,2.9,,3460,3.57
,3462,2.9,,3462,3.57
,3464,2.9,,3464,3.58
,3466,2.89,,3466,3.57
,3468,2.9,,3468,3.56
,3470,2.9,,3470,3.56
,3472,2.9,,3472,3.57
,3474,2.9,,3474,3.57
,3476,2.91,,3476,3.56
,3478,2.9,,3478,3.56
,3480,2.89,,3480,3.57
,3482,2.9,,3482,3.57
,3484,2.91,,3484,3.57
,3486,2.9,,3486,3.56
,3488,2.89,,3488,3.58
,3490,2.91,,3490,3.56
,3492,2.91,,3492,3.57
,3494,2.91,,3494,3.58
,3496,2.9,,3496,3.58
,3498,2.91,,3498,3.58
,3500,2.91,,3500,3.57
,3502,2.89,,3502,3.57
,3504,2.89,,3504,3.57
,3506,2.91,,3506,3.58
,3508,2.9,,3508,3.58
,3510,2.91,,3510,3.57
,3512,2.91,,3512,3.58
,3514,2.91,,3514,3.57
,3516,2.92,,3516,3.57
,3518,2.91,,3518,3.57
,3520,2.91,,3520,3.58
,3522,2.9,,3522,3.58
,3524,2.91,,3524,3.58
,3526,2.91,,3526,3.59
,3528,2.89,,3528,3.58
,3530,2.91,,3530,3.59
,3532,2.91,,3532,3.59
,3534,2.91,,3534,3.59
,3536,2.9,,3536,3.6
,3538,2.91,,3538,3.59
,3540,2.92,,3540,3.59
,3542,2.92,,3542,3.6
,3544,2.92,,3544,3.59
,3546,2.92,,3546,3.59
,3548,2.92,,3548,3.6
,3550,2.91,,3550,3.6
,3552,2.91,,3552,3.6
,3554,2.91,,3554,3.59
,3556,2.91,,3556,3.58
,3558,2.93,,3558,3.59
,3560,2.91,,3560,3.61
,3562,2.91,,3562,3.61
,3564,2.94,,3564,3.59
,3566,2.9,,3566,3.59
,3568,2.91,,3568,3.6
,3570,2.92,,3570,3.6
,3572,2.92,,3572,3.58
,3574,2.93,,3574,3.59
,3576,2.94,,3576,3.58
,3578,2.94,,3578,3.6
,3580,2.92,,3580,3.59
,3582,2.93,,3582,3.59
,3584,2.93,,3584,3.6
,3586,2.92,,3586,3.6
,3588,2.92,,3588,3.6
,3590,2.93,,3590,3.58
,3592,2.93,,3592,3.59
,3594,2.93,,3594,3.59
,3596,2.92,,3596,3.59
,3598,2.94,,3598,3.59
,3600,2.93,,3600,3.59
,3602,2.94,,3602,3.6
,3604,2.92,,3604,3.59
,3606,2.93,,3606,3.59
,3608,2.93,,3608,3.58
,3610,2.92,,3610,3.6
,3612,2.94,,3612,3.59
,3614,2.93,,3614,3.61
,3616,2.94,,3616,3.61
,3618,2.94,,3618,3.59
,3620,2.94,,3620,3.61
,3622,2.94,,3622,3.6
